source_file,variant_file,transform_family,transform_name,parameter
base\ILSVRC2012_val_00000045.JPEG,jpeg_q75\ILSVRC2012_val_00000045__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000045.JPEG,jpeg_q60\ILSVRC2012_val_00000045__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000045.JPEG,resize_0p75\ILSVRC2012_val_00000045__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000045.JPEG,resize_0p5\ILSVRC2012_val_00000045__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000045.JPEG,crop_center_0p9\ILSVRC2012_val_00000045__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000045.JPEG,crop_center_0p75\ILSVRC2012_val_00000045__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000045.JPEG,rotate_p2\ILSVRC2012_val_00000045__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000045.JPEG,rotate_n2\ILSVRC2012_val_00000045__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000045.JPEG,format_png\ILSVRC2012_val_00000045__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000046.JPEG,brightness_0p85\ILSVRC2012_val_00000046__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000046.JPEG,brightness_1p15\ILSVRC2012_val_00000046__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000046.JPEG,contrast_0p85\ILSVRC2012_val_00000046__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000046.JPEG,contrast_1p15\ILSVRC2012_val_00000046__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000046.JPEG,colourshift_r_p20\ILSVRC2012_val_00000046__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000046.JPEG,colourshift_g_p20\ILSVRC2012_val_00000046__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000046.JPEG,colourshift_b_p20\ILSVRC2012_val_00000046__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000046.JPEG,jpeg_q90\ILSVRC2012_val_00000046__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000046.JPEG,jpeg_q75\ILSVRC2012_val_00000046__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000046.JPEG,jpeg_q60\ILSVRC2012_val_00000046__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000046.JPEG,resize_0p75\ILSVRC2012_val_00000046__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000046.JPEG,resize_0p5\ILSVRC2012_val_00000046__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000046.JPEG,crop_center_0p9\ILSVRC2012_val_00000046__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000046.JPEG,crop_center_0p75\ILSVRC2012_val_00000046__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000046.JPEG,rotate_p2\ILSVRC2012_val_00000046__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000046.JPEG,rotate_n2\ILSVRC2012_val_00000046__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000046.JPEG,format_png\ILSVRC2012_val_00000046__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000047.JPEG,brightness_0p85\ILSVRC2012_val_00000047__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000047.JPEG,brightness_1p15\ILSVRC2012_val_00000047__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000047.JPEG,contrast_0p85\ILSVRC2012_val_00000047__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000047.JPEG,contrast_1p15\ILSVRC2012_val_00000047__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000047.JPEG,colourshift_r_p20\ILSVRC2012_val_00000047__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000047.JPEG,colourshift_g_p20\ILSVRC2012_val_00000047__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000047.JPEG,colourshift_b_p20\ILSVRC2012_val_00000047__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000047.JPEG,jpeg_q90\ILSVRC2012_val_00000047__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000047.JPEG,jpeg_q75\ILSVRC2012_val_00000047__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000047.JPEG,jpeg_q60\ILSVRC2012_val_00000047__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000047.JPEG,resize_0p75\ILSVRC2012_val_00000047__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000047.JPEG,resize_0p5\ILSVRC2012_val_00000047__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000047.JPEG,crop_center_0p9\ILSVRC2012_val_00000047__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000047.JPEG,crop_center_0p75\ILSVRC2012_val_00000047__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000047.JPEG,rotate_p2\ILSVRC2012_val_00000047__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000047.JPEG,rotate_n2\ILSVRC2012_val_00000047__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000047.JPEG,format_png\ILSVRC2012_val_00000047__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000048.JPEG,brightness_0p85\ILSVRC2012_val_00000048__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000048.JPEG,brightness_1p15\ILSVRC2012_val_00000048__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000048.JPEG,contrast_0p85\ILSVRC2012_val_00000048__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000048.JPEG,contrast_1p15\ILSVRC2012_val_00000048__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000048.JPEG,colourshift_r_p20\ILSVRC2012_val_00000048__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000048.JPEG,colourshift_g_p20\ILSVRC2012_val_00000048__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000048.JPEG,colourshift_b_p20\ILSVRC2012_val_00000048__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000048.JPEG,jpeg_q90\ILSVRC2012_val_00000048__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000048.JPEG,jpeg_q75\ILSVRC2012_val_00000048__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000048.JPEG,jpeg_q60\ILSVRC2012_val_00000048__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000048.JPEG,resize_0p75\ILSVRC2012_val_00000048__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000048.JPEG,resize_0p5\ILSVRC2012_val_00000048__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000048.JPEG,crop_center_0p9\ILSVRC2012_val_00000048__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000048.JPEG,crop_center_0p75\ILSVRC2012_val_00000048__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000048.JPEG,rotate_p2\ILSVRC2012_val_00000048__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000048.JPEG,rotate_n2\ILSVRC2012_val_00000048__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000048.JPEG,format_png\ILSVRC2012_val_00000048__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000049.JPEG,brightness_0p85\ILSVRC2012_val_00000049__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000049.JPEG,brightness_1p15\ILSVRC2012_val_00000049__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000049.JPEG,contrast_0p85\ILSVRC2012_val_00000049__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000049.JPEG,contrast_1p15\ILSVRC2012_val_00000049__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000049.JPEG,colourshift_r_p20\ILSVRC2012_val_00000049__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000049.JPEG,colourshift_g_p20\ILSVRC2012_val_00000049__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000049.JPEG,colourshift_b_p20\ILSVRC2012_val_00000049__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000049.JPEG,jpeg_q90\ILSVRC2012_val_00000049__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000049.JPEG,jpeg_q75\ILSVRC2012_val_00000049__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000049.JPEG,jpeg_q60\ILSVRC2012_val_00000049__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000049.JPEG,resize_0p75\ILSVRC2012_val_00000049__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000049.JPEG,resize_0p5\ILSVRC2012_val_00000049__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000049.JPEG,crop_center_0p9\ILSVRC2012_val_00000049__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000049.JPEG,crop_center_0p75\ILSVRC2012_val_00000049__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000049.JPEG,rotate_p2\ILSVRC2012_val_00000049__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000049.JPEG,rotate_n2\ILSVRC2012_val_00000049__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000049.JPEG,format_png\ILSVRC2012_val_00000049__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000050.JPEG,brightness_0p85\ILSVRC2012_val_00000050__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000050.JPEG,brightness_1p15\ILSVRC2012_val_00000050__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000050.JPEG,contrast_0p85\ILSVRC2012_val_00000050__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000050.JPEG,contrast_1p15\ILSVRC2012_val_00000050__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000050.JPEG,colourshift_r_p20\ILSVRC2012_val_00000050__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000050.JPEG,colourshift_g_p20\ILSVRC2012_val_00000050__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000050.JPEG,colourshift_b_p20\ILSVRC2012_val_00000050__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000050.JPEG,jpeg_q90\ILSVRC2012_val_00000050__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000050.JPEG,jpeg_q75\ILSVRC2012_val_00000050__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000050.JPEG,jpeg_q60\ILSVRC2012_val_00000050__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000050.JPEG,resize_0p75\ILSVRC2012_val_00000050__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000050.JPEG,resize_0p5\ILSVRC2012_val_00000050__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000050.JPEG,crop_center_0p9\ILSVRC2012_val_00000050__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000050.JPEG,crop_center_0p75\ILSVRC2012_val_00000050__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000050.JPEG,rotate_p2\ILSVRC2012_val_00000050__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000050.JPEG,rotate_n2\ILSVRC2012_val_00000050__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000050.JPEG,format_png\ILSVRC2012_val_00000050__format_png.png,format,convert_png,format=PNG
